,freq,lbd,S,aux,idl
26418,253587068324402.03,1.1822072e-06,-75.0,,
26419,253591272654187.88,1.1821876e-06,-75.0,,
26420,253595477123386.84,1.182168e-06,-75.0,,
26421,253599681732005.9,1.1821484e-06,-75.0,,
26422,253603886480051.94,1.1821288e-06,-75.0,,
26423,253608091367531.88,1.1821092e-06,-75.0,,
26424,253612296394452.66,1.1820896e-06,-75.0,,
26425,253616501560821.25,1.18207e-06,-75.0,,
26426,253620706866644.62,1.1820504e-06,-75.0,,
26427,253624912311929.6,1.1820308e-06,-75.0,,
26428,253629117896683.2,1.1820112e-06,-75.0,,
26429,253633323620912.34,1.1819916e-06,-75.0,,
26430,253637529484624.0,1.181972e-06,-75.0,,
26431,253641735487825.06,1.1819524e-06,-75.0,,
26432,253645941630522.47,1.1819328e-06,-75.0,,
26433,253650147912723.2,1.1819132e-06,-75.0,,
26434,253654354334434.2,1.1818936e-06,-75.0,,
26435,253658560895662.3,1.181874e-06,-75.0,,
26436,253662767596414.56,1.1818544e-06,-75.0,,
26437,253666974436697.9,1.1818348e-06,-75.0,,
26438,253671181416519.28,1.1818152e-06,-75.0,,
26439,253675388535885.56,1.1817956e-06,-75.0,,
26440,253679595794803.75,1.181776e-06,-75.0,,
26441,253683803193280.75,1.1817564e-06,-75.0,,
26442,253688010731323.6,1.1817368e-06,-75.0,,
26443,253692218408939.12,1.1817172e-06,-75.0,,
26444,253696426226134.3,1.1816976e-06,-75.0,,
26445,253700634182916.16,1.181678e-06,-75.0,,
26446,253704842279291.56,1.1816584e-06,-75.0,,
26447,253709050515267.44,1.1816388e-06,-75.0,,
26448,253713258890850.78,1.1816192e-06,-75.0,,
26449,253717467406048.53,1.1815996e-06,-75.0,,
26450,253721676060867.66,1.18158e-06,-75.0,,
26451,253725884855315.06,1.1815604e-06,-75.0,,
26452,253730093789397.72,1.1815408e-06,-75.0,,
26453,253734302863122.53,1.1815212e-06,-75.0,,
26454,253738512076496.56,1.1815016e-06,-75.0,,
26455,253742721429526.66,1.181482e-06,-75.0,,
26456,253746930922219.78,1.1814624e-06,-75.0,,
26457,253751140554582.9,1.1814428e-06,-75.0,,
26458,253755350326623.03,1.1814232e-06,-75.0,,
26459,253759560238347.0,1.1814036e-06,-75.0,,
26460,253763770289761.84,1.181384e-06,-75.0,,
26461,253767980480874.47,1.1813644e-06,-75.0,,
26462,253772190811691.9,1.1813448e-06,-75.0,,
26463,253776401282221.03,1.1813252e-06,-75.0,,
26464,253780611892468.8,1.1813056e-06,-75.0,,
26465,253784822642442.22,1.181286e-06,-75.0,,
26466,253789033532148.22,1.1812664e-06,-75.0,,
26467,253793244561593.75,1.1812468e-06,-75.0,,
26468,253797455730785.75,1.1812272e-06,-75.0,,
26469,253801667039731.2,1.1812076e-06,-75.0,,
26470,253805878488437.1,1.181188e-06,-75.0,,
26471,253810090076910.3,1.1811684e-06,-75.0,,
26472,253814301805157.8,1.1811488e-06,-75.0,,
26473,253818513673186.62,1.1811292e-06,-75.0,,
26474,253822725681003.66,1.1811096e-06,-75.0,,
26475,253826937828615.94,1.18109e-06,-75.0,,
26476,253831150116030.34,1.1810704e-06,-75.0,,
26477,253835362543253.84,1.1810508e-06,-75.0,,
26478,253839575110293.44,1.1810312e-06,-75.0,,
26479,253843787817156.1,1.1810116e-06,-75.0,,
26480,253848000663848.7,1.180992e-06,-75.0,,
26481,253852213650378.28,1.1809724e-06,-75.0,,
26482,253856426776751.78,1.1809528e-06,-75.0,,
26483,253860640042976.2,1.1809332e-06,-75.0,,
26484,253864853449058.44,1.1809136e-06,-75.0,,
26485,253869066995005.47,1.180894e-06,-75.0,,
26486,253873280680824.28,1.1808744e-06,-75.0,,
26487,253877494506521.9,1.1808548e-06,-75.0,,
26488,253881708472105.16,1.1808352e-06,-75.0,,
26489,253885922577581.12,1.1808156e-06,-75.0,,
26490,253890136822956.7,1.180796e-06,-75.0,,
26491,253894351208238.94,1.1807764e-06,-75.0,,
26492,253898565733434.7,1.1807568e-06,-75.0,,
26493,253902780398551.0,1.1807372e-06,-75.0,,
26494,253906995203594.8,1.1807176e-06,-71.8108506,,
26495,253911210148573.16,1.180698e-06,-68.0082323,,
26496,253915425233492.88,1.1806784e-06,-67.8775453,,
26497,253919640458361.03,1.1806588e-06,-72.2032252,,
26498,253923855823184.56,1.1806392e-06,-75.0,,
26499,253928071327970.53,1.1806196e-06,-75.0,,
26500,253932286972725.75,1.1806e-06,-75.0,,
26501,253936502757457.25,1.1805804e-06,-75.0,,
26502,253940718682172.06,1.1805608e-06,-75.0,,
26503,253944934746877.12,1.1805412e-06,-75.0,,
26504,253949150951579.38,1.1805216e-06,-75.0,,
26505,253953367296285.8,1.180502e-06,-75.0,,
26506,253957583781003.4,1.1804824e-06,-75.0,,
26507,253961800405739.2,1.1804628e-06,-75.0,,
26508,253966017170500.03,1.1804432e-06,-75.0,,
26509,253970234075292.97,1.1804236e-06,-75.0,,
26510,253974451120124.97,1.180404e-06,-75.0,,
26511,253978668305003.03,1.1803844e-06,-75.0,,
26512,253982885629934.06,1.1803648e-06,-75.0,,
26513,253987103094925.12,1.1803452e-06,-75.0,,
26514,253991320699983.12,1.1803256e-06,-75.0,,
26515,253995538445115.1,1.180306e-06,-75.0,,
26516,253999756330327.97,1.1802864e-06,-75.0,,
26517,254003974355628.75,1.1802668e-06,-75.0,,
26518,254008192521024.4,1.1802472e-06,-75.0,,
26519,254012410826521.97,1.1802276e-06,-75.0,,
26520,254016629272128.3,1.180208e-06,-75.0,,
26521,254020847857850.5,1.1801884e-06,-75.0,,
26522,254025066583695.47,1.1801688e-06,-75.0,,
26523,254029285449670.25,1.1801492e-06,-75.0,,
26524,254033504455781.8,1.1801296e-06,-75.0,,
26525,254037723602037.1,1.18011e-06,-75.0,,
26526,254041942888443.12,1.1800904e-06,-75.0,,
26527,254046162315006.84,1.1800708e-06,-75.0,,
26528,254050381881735.3,1.1800512e-06,-75.0,,
26529,254054601588635.44,1.1800316e-06,-75.0,,
26530,254058821435714.22,1.180012e-06,-75.0,,
26531,254063041422978.62,1.1799924e-06,-75.0,,
26532,254067261550435.75,1.1799728e-06,-75.0,,
26533,254071481818092.44,1.1799532e-06,-75.0,,
26534,254075702225955.75,1.1799336e-06,-75.0,,
26535,254079922774032.66,1.179914e-06,-75.0,,
26536,254084143462330.2,1.1798944e-06,-75.0,,
26537,254088364290855.28,1.1798748e-06,-75.0,,
26538,254092585259614.9,1.1798552e-06,-75.0,,
26539,254096806368616.1,1.1798356e-06,-75.0,,
26540,254101027617865.84,1.179816e-06,-75.0,,
26541,254105249007371.1,1.1797964e-06,-75.0,,
26542,254109470537138.88,1.1797768e-06,-75.0,,
26543,254113692207176.16,1.1797572e-06,-75.0,,
26544,254117914017490.0,1.1797376e-06,-75.0,,
26545,254122135968087.28,1.179718e-06,-75.0,,
26546,254126358058975.06,1.1796984e-06,-75.0,,
26547,254130580290160.3,1.1796788e-06,-75.0,,
26548,254134802661650.1,1.1796592e-06,-75.0,,
26549,254139025173451.28,1.1796396e-06,-75.0,,
26550,254143247825570.94,1.17962e-06,-75.0,,
26551,254147470618016.06,1.1796004e-06,-75.0,,
26552,254151693550793.66,1.1795808e-06,-75.0,,
26553,254155916623910.66,1.1795612e-06,-75.0,,
26554,254160139837374.1,1.1795416e-06,-75.0,,
26555,254164363191191.0,1.179522e-06,-75.0,,
26556,254168586685368.34,1.1795024e-06,-75.0,,
26557,254172810319913.1,1.1794828e-06,-75.0,,
26558,254177034094832.28,1.1794632e-06,-75.0,,
26559,254181258010132.9,1.1794436e-06,-75.0,,
26560,254185482065821.97,1.179424e-06,-75.0,,
26561,254189706261906.44,1.1794044e-06,-75.0,,
26562,254193930598393.34,1.1793848e-06,-75.0,,
26563,254198155075289.66,1.1793652e-06,-75.0,,
26564,254202379692602.44,1.1793456e-06,-75.0,,
26565,254206604450338.6,1.179326e-06,-75.0,,
26566,254210829348505.2,1.1793064e-06,-75.0,,
26567,254215054387109.22,1.1792868e-06,-75.0,,
26568,254219279566157.72,1.1792672e-06,-75.0,,
26569,254223504885657.62,1.1792476e-06,-75.0,,
26570,254227730345615.94,1.179228e-06,-75.0,,
26571,254231955946039.72,1.1792084e-06,-75.0,,
26572,254236181686936.0,1.1791888e-06,-75.0,,
26573,254240407568311.66,1.1791692e-06,-75.0,,
26574,254244633590173.8,1.1791496e-06,-75.0,,
26575,254248859752529.4,1.17913e-06,-75.0,,
26576,254253086055385.47,1.1791104e-06,-75.0,,
26577,254257312498749.06,1.1790908e-06,-75.0,,
26578,254261539082627.06,1.1790712e-06,-75.0,,
26579,254265765807026.6,1.1790516e-06,-75.0,,
26580,254269992671954.6,1.179032e-06,-75.0,,
26581,254274219677418.16,1.1790124e-06,-75.0,,
26582,254278446823424.2,1.1789928e-06,-75.0,,
26583,254282674109979.75,1.1789732e-06,-75.0,,
26584,254286901537091.84,1.1789536e-06,-75.0,,
26585,254291129104767.53,1.178934e-06,-75.0,,
26586,254295356813013.75,1.1789144e-06,-75.0,,
26587,254299584661837.5,1.1788948e-06,-75.0,,
26588,254303812651245.84,1.1788752e-06,-75.0,,
26589,254308040781245.8,1.1788556e-06,-75.0,,
26590,254312269051844.38,1.178836e-06,-75.0,,
26591,254316497463048.53,1.1788164e-06,-75.0,,
26592,254320726014865.3,1.1787968e-06,-75.0,,
26593,254324954707301.78,1.1787772e-06,-75.0,,
26594,254329183540364.88,1.1787576e-06,-75.0,,
26595,254333412514061.66,1.178738e-06,-75.0,,
26596,254337641628399.1,1.1787184e-06,-75.0,,
26597,254341870883384.3,1.1786988e-06,-75.0,,
26598,254346100279024.2,1.1786792e-06,-75.0,,
26599,254350329815325.8,1.1786596e-06,-75.0,,
26600,254354559492296.2,1.17864e-06,-75.0,,
26601,254358789309942.38,1.1786204e-06,-75.0,,
26602,254363019268271.34,1.1786008e-06,-75.0,,
26603,254367249367290.1,1.1785812e-06,-75.0,,
26604,254371479607005.7,1.1785616e-06,-75.0,,
26605,254375709987425.16,1.178542e-06,-75.0,,
26606,254379940508555.47,1.1785224e-06,-75.0,,
26607,254384171170403.66,1.1785028e-06,-75.0,,
26608,254388401972976.78,1.1784832e-06,-75.0,,
26609,254392632916281.88,1.1784636e-06,-75.0,,
26610,254396864000325.88,1.178444e-06,-75.0,,
26611,254401095225115.84,1.1784244e-06,-75.0,,
26612,254405326590658.8,1.1784048e-06,-75.0,,
26613,254409558096961.88,1.1783852e-06,-75.0,,
26614,254413789744031.9,1.1783656e-06,-75.0,,
26615,254418021531876.03,1.178346e-06,-75.0,,
26616,254422253460501.25,1.1783264e-06,-75.0,,
26617,254426485529914.66,1.1783068e-06,-75.0,,
26618,254430717740123.12,1.1782872e-06,-74.1588545,,
26619,254434950091133.78,1.1782676e-06,-72.571822,,
26620,254439182582953.66,1.178248e-06,-68.6707006,,
26621,254443415215589.8,1.1782284e-06,-64.3091662,,
26622,254447647989049.16,1.1782088e-06,-56.763463,,
26623,254451880903338.78,1.1781892e-06,-51.4924253,,
26624,254456113958465.72,1.1781696e-06,-51.9058286,,
26625,254460347154437.03,1.17815e-06,-57.5758507,,
26626,254464580491259.72,1.1781304e-06,-64.4665129,,
26627,254468813968940.78,1.1781108e-06,-69.5153216,,
26628,254473047587487.28,1.1780912e-06,-73.3812278,,
26629,254477281346906.22,1.1780716e-06,-75.0,,
26630,254481515247204.72,1.178052e-06,-75.0,,
26631,254485749288389.7,1.1780324e-06,-75.0,,
26632,254489983470468.22,1.1780128e-06,-75.0,,
26633,254494217793447.34,1.1779932e-06,-75.0,,
26634,254498452257334.12,1.1779736e-06,-75.0,,
26635,254502686862135.53,1.177954e-06,-75.0,,
26636,254506921607858.62,1.1779344e-06,-75.0,,
26637,254511156494510.44,1.1779148e-06,-75.0,,
26638,254515391522098.06,1.1778952e-06,-75.0,,
26639,254519626690628.47,1.1778756e-06,-75.0,,
26640,254523862000108.66,1.177856e-06,-75.0,,
26641,254528097450545.75,1.1778364e-06,-75.0,,
26642,254532333041946.78,1.1778168e-06,-75.0,,
26643,254536568774318.72,1.1777972e-06,-75.0,,
26644,254540804647668.62,1.1777776e-06,-75.0,,
26645,254545040662003.56,1.177758e-06,-75.0,,
26646,254549276817330.6,1.1777384e-06,-75.0,,
26647,254553513113656.7,1.1777188e-06,-75.0,,
26648,254557749550988.9,1.1776992e-06,-75.0,,
26649,254561986129334.3,1.1776796e-06,-75.0,,
26650,254566222848699.97,1.17766e-06,-75.0,,
26651,254570459709092.88,1.1776404e-06,-75.0,,
26652,254574696710520.06,1.1776208e-06,-75.0,,
26653,254578933852988.6,1.1776012e-06,-75.0,,
26654,254583171136505.56,1.1775816e-06,-75.0,,
26655,254587408561077.9,1.177562e-06,-75.0,,
26656,254591646126712.72,1.1775424e-06,-75.0,,
26657,254595883833417.06,1.1775228e-06,-75.0,,
26658,254600121681198.0,1.1775032e-06,-75.0,,
26659,254604359670062.5,1.1774836e-06,-75.0,,
26660,254608597800017.66,1.177464e-06,-75.0,,
26661,254612836071070.53,1.1774444e-06,-75.0,,
26662,254617074483228.16,1.1774248e-06,-75.0,,
26663,254621313036497.56,1.1774052e-06,-75.0,,
26664,254625551730885.78,1.1773856e-06,-75.0,,
26665,254629790566399.9,1.177366e-06,-75.0,,
26666,254634029543047.0,1.1773464e-06,-75.0,,
26667,254638268660834.03,1.1773268e-06,-75.0,,
26668,254642507919768.1,1.1773072e-06,-75.0,,
26669,254646747319856.25,1.1772876e-06,-75.0,,
26670,254650986861105.56,1.177268e-06,-75.0,,
26671,254655226543523.03,1.1772484e-06,-75.0,,
26672,254659466367115.72,1.1772288e-06,-75.0,,
26673,254663706331890.7,1.1772092e-06,-75.0,,
26674,254667946437855.03,1.1771896e-06,-75.0,,
26675,254672186685015.78,1.17717e-06,-75.0,,
26676,254676427073379.9,1.1771504e-06,-75.0,,
26677,254680667602954.56,1.1771308e-06,-75.0,,
26678,254684908273746.75,1.1771112e-06,-75.0,,
26679,254689149085763.6,1.1770916e-06,-75.0,,
26680,254693390039012.06,1.177072e-06,-75.0,,
26681,254697631133499.22,1.1770524e-06,-75.0,,
26682,254701872369232.16,1.1770328e-06,-75.0,,
26683,254706113746217.97,1.1770132e-06,-75.0,,
26684,254710355264463.62,1.1769936e-06,-75.0,,
26685,254714596923976.22,1.176974e-06,-75.0,,
26686,254718838724762.8,1.1769544e-06,-75.0,,
26687,254723080666830.5,1.1769348e-06,-75.0,,
26688,254727322750186.25,1.1769152e-06,-75.0,,
26689,254731564974837.2,1.1768956e-06,-75.0,,
26690,254735807340790.34,1.176876e-06,-75.0,,
26691,254740049848052.84,1.1768564e-06,-75.0,,
26692,254744292496631.66,1.1768368e-06,-75.0,,
26693,254748535286533.88,1.1768172e-06,-75.0,,
26694,254752778217766.56,1.1767976e-06,-75.0,,
26695,254757021290336.84,1.176778e-06,-75.0,,
26696,254761264504251.7,1.1767584e-06,-75.0,,
26697,254765507859518.2,1.1767388e-06,-75.0,,
26698,254769751356143.4,1.1767192e-06,-75.0,,
26699,254773994994134.47,1.1766996e-06,-75.0,,
26700,254778238773498.3,1.17668e-06,-75.0,,
26701,254782482694242.1,1.1766604e-06,-75.0,,
26702,254786726756372.88,1.1766408e-06,-75.0,,
26703,254790970959897.72,1.1766212e-06,-75.0,,
26704,254795215304823.66,1.1766016e-06,-75.0,,
26705,254799459791157.78,1.176582e-06,-75.0,,
26706,254803704418907.12,1.1765624e-06,-75.0,,
26707,254807949188078.84,1.1765428e-06,-75.0,,
26708,254812194098679.9,1.1765232e-06,-75.0,,
26709,254816439150717.44,1.1765036e-06,-75.0,,
26710,254820684344198.47,1.176484e-06,-75.0,,
26711,254824929679130.12,1.1764644e-06,-75.0,,
26712,254829175155519.4,1.1764448e-06,-75.0,,
26713,254833420773373.44,1.1764252e-06,-75.0,,
26714,254837666532699.25,1.1764056e-06,-75.0,,
26715,254841912433504.0,1.176386e-06,-75.0,,
26716,254846158475794.62,1.1763664e-06,-75.0,,
26717,254850404659578.28,1.1763468e-06,-75.0,,
26718,254854650984862.03,1.1763272e-06,-75.0,,
26719,254858897451652.97,1.1763076e-06,-75.0,,
26720,254863144059958.12,1.176288e-06,-75.0,,
26721,254867390809784.56,1.1762684e-06,-75.0,,
26722,254871637701139.4,1.1762488e-06,-75.0,,
26723,254875884734029.75,1.1762292e-06,-75.0,,
26724,254880131908462.6,1.1762096e-06,-75.0,,
26725,254884379224445.03,1.17619e-06,-75.0,,
26726,254888626681984.16,1.1761704e-06,-75.0,,
26727,254892874281087.06,1.1761508e-06,-75.0,,
26728,254897122021760.84,1.1761312e-06,-75.0,,
26729,254901369904012.5,1.1761116e-06,-75.0,,
26730,254905617927849.16,1.176092e-06,-72.0233263,,
26731,254909866093277.9,1.1760724e-06,-67.8671473,,
26732,254914114400305.84,1.1760528e-06,-68.7414186,,
26733,254918362848939.97,1.1760332e-06,-73.2154706,,
26734,254922611439187.44,1.1760136e-06,-75.0,,
26735,254926860171055.28,1.175994e-06,-75.0,,
26736,254931109044550.66,1.1759744e-06,-75.0,,
26737,254935358059680.53,1.1759548e-06,-75.0,,
26738,254939607216452.06,1.1759352e-06,-75.0,,
26739,254943856514872.3,1.1759156e-06,-75.0,,
26740,254948105954948.4,1.175896e-06,-75.0,,
26741,254952355536687.38,1.1758764e-06,-75.0,,
26742,254956605260096.28,1.1758568e-06,-75.0,,
26743,254960855125182.28,1.1758372e-06,-75.0,,
26744,254965105131952.47,1.1758176e-06,-75.0,,
26745,254969355280413.8,1.175798e-06,-75.0,,
26746,254973605570573.5,1.1757784e-06,-75.0,,
26747,254977856002438.56,1.1757588e-06,-75.0,,
26748,254982106576016.2,1.1757392e-06,-75.0,,
26749,254986357291313.34,1.1757196e-06,-75.0,,
26750,254990608148337.16,1.1757e-06,-75.0,,
26751,254994859147094.72,1.1756804e-06,-75.0,,
26752,254999110287593.2,1.1756608e-06,-75.0,,
26753,255003361569839.5,1.1756412e-06,-75.0,,
26754,255007612993840.88,1.1756216e-06,-75.0,,
26755,255011864559604.34,1.175602e-06,-75.0,,
26756,255016116267137.06,1.1755824e-06,-75.0,,
26757,255020368116446.03,1.1755628e-06,-75.0,,
26758,255024620107538.38,1.1755432e-06,-75.0,,
26759,255028872240421.2,1.1755236e-06,-75.0,,
26760,255033124515101.62,1.175504e-06,-75.0,,
26761,255037376931586.7,1.1754844e-06,-75.0,,
26762,255041629489883.5,1.1754648e-06,-75.0,,
26763,255045882189999.16,1.1754452e-06,-75.0,,
26764,255050135031940.78,1.1754256e-06,-75.0,,
26765,255054388015715.44,1.175406e-06,-75.0,,
26766,255058641141330.2,1.1753864e-06,-75.0,,
26767,255062894408792.22,1.1753668e-06,-75.0,,
26768,255067147818108.56,1.1753472e-06,-75.0,,
26769,255071401369286.3,1.1753276e-06,-75.0,,
26770,255075655062332.6,1.175308e-06,-75.0,,
26771,255079908897254.47,1.1752884e-06,-75.0,,
26772,255084162874059.12,1.1752688e-06,-75.0,,
26773,255088416992753.56,1.1752492e-06,-75.0,,
26774,255092671253344.88,1.1752296e-06,-75.0,,
26775,255096925655840.22,1.17521e-06,-75.0,,
26776,255101180200246.7,1.1751904e-06,-75.0,,
26777,255105434886571.4,1.1751708e-06,-75.0,,
26778,255109689714821.38,1.1751512e-06,-75.0,,
26779,255113944685003.78,1.1751316e-06,-75.0,,
26780,255118199797125.7,1.175112e-06,-75.0,,
26781,255122455051194.28,1.1750924e-06,-75.0,,
26782,255126710447216.56,1.1750728e-06,-75.0,,
26783,255130965985199.62,1.1750532e-06,-75.0,,
26784,255135221665150.66,1.1750336e-06,-75.0,,
26785,255139477487076.75,1.175014e-06,-75.0,,
26786,255143733450984.97,1.1749944e-06,-75.0,,
26787,255147989556882.4,1.1749748e-06,-75.0,,
26788,255152245804776.2,1.1749552e-06,-75.0,,
26789,255156502194673.5,1.1749356e-06,-75.0,,
26790,255160758726581.3,1.174916e-06,-75.0,,
26791,255165015400506.78,1.1748964e-06,-75.0,,
26792,255169272216457.06,1.1748768e-06,-75.0,,
26793,255173529174439.25,1.1748572e-06,-75.0,,
26794,255177786274460.4,1.1748376e-06,-75.0,,
26795,255182043516527.66,1.174818e-06,-75.0,,
26796,255186300900648.12,1.1747984e-06,-75.0,,
26797,255190558426828.97,1.1747788e-06,-75.0,,
26798,255194816095077.2,1.1747592e-06,-75.0,,
26799,255199073905399.97,1.1747396e-06,-75.0,,
26800,255203331857804.4,1.17472e-06,-75.0,,
26801,255207589952297.66,1.1747004e-06,-75.0,,
26802,255211848188886.72,1.1746808e-06,-75.0,,
26803,255216106567578.8,1.1746612e-06,-75.0,,
26804,255220365088380.97,1.1746416e-06,-75.0,,
26805,255224623751300.44,1.174622e-06,-75.0,,
26806,255228882556344.2,1.1746024e-06,-75.0,,
26807,255233141503519.38,1.1745828e-06,-75.0,,
26808,255237400592833.12,1.1745632e-06,-75.0,,
26809,255241659824292.62,1.1745436e-06,-75.0,,
26810,255245919197904.88,1.174524e-06,-75.0,,
26811,255250178713677.03,1.1745044e-06,-75.0,,
26812,255254438371616.22,1.1744848e-06,-75.0,,
26813,255258698171729.6,1.1744652e-06,-75.0,,
26814,255262958114024.2,1.1744456e-06,-75.0,,
26815,255267218198507.2,1.174426e-06,-75.0,,
26816,255271478425185.7,1.1744064e-06,-75.0,,
26817,255275738794066.84,1.1743868e-06,-75.0,,
26818,255279999305157.72,1.1743672e-06,-75.0,,
26819,255284259958465.44,1.1743476e-06,-75.0,,
26820,255288520753997.16,1.174328e-06,-75.0,,
26821,255292781691760.03,1.1743084e-06,-75.0,,
26822,255297042771761.1,1.1742888e-06,-75.0,,
26823,255301303994007.5,1.1742692e-06,-75.0,,
26824,255305565358506.4,1.1742496e-06,-75.0,,
26825,255309826865264.9,1.17423e-06,-75.0,,
26826,255314088514290.12,1.1742104e-06,-75.0,,
26827,255318350305589.2,1.1741908e-06,-75.0,,
26828,255322612239169.2,1.1741712e-06,-75.0,,
26829,255326874315037.3,1.1741516e-06,-75.0,,
26830,255331136533200.72,1.174132e-06,-75.0,,
26831,255335398893666.4,1.1741124e-06,-75.0,,
26832,255339661396441.56,1.1740928e-06,-75.0,,
26833,255343924041533.34,1.1740732e-06,-75.0,,
26834,255348186828948.88,1.1740536e-06,-75.0,,
26835,255352449758695.25,1.174034e-06,-75.0,,
26836,255356712830779.6,1.1740144e-06,-75.0,,
26837,255360976045209.03,1.1739948e-06,-75.0,,
26838,255365239401990.78,1.1739752e-06,-75.0,,
26839,255369502901131.88,1.1739556e-06,-75.0,,
26840,255373766542639.47,1.173936e-06,-75.0,,
26841,255378030326520.7,1.1739164e-06,-75.0,,
26842,255382294252782.72,1.1738968e-06,-75.0,,
26843,255386558321432.6,1.1738772e-06,-75.0,,
26844,255390822532477.53,1.1738576e-06,-75.0,,
26845,255395086885924.62,1.173838e-06,-75.0,,
26846,255399351381781.06,1.1738184e-06,-75.0,,
26847,255403616020053.88,1.1737988e-06,-75.0,,
26848,255407880800750.25,1.1737792e-06,-75.0,,
26849,255412145723877.34,1.1737596e-06,-75.0,,
26850,255416410789442.3,1.17374e-06,-75.0,,
26851,255420675997452.22,1.1737204e-06,-75.0,,
26852,255424941347914.22,1.1737008e-06,-75.0,,
26853,255429206840835.47,1.1736812e-06,-75.0,,
26854,255433472476223.16,1.1736616e-06,-71.6614133,,
26855,255437738254084.3,1.173642e-06,-67.9517818,,
26856,255442004174426.12,1.1736224e-06,-62.3651308,,
26857,255446270237255.72,1.1736028e-06,-54.4574759,,
26858,255450536442580.3,1.1735832e-06,-50.9060716,,
26859,255454802790406.94,1.1735636e-06,-53.1179167,,
26860,255459069280742.78,1.173544e-06,-59.9788104,,
26861,255463335913594.97,1.1735244e-06,-66.0059538,,
26862,255467602688970.7,1.1735048e-06,-70.7124576,,
26863,255471869606877.03,1.1734852e-06,-73.5789496,,
26864,255476136667321.12,1.1734656e-06,-75.0,,
26865,255480403870310.16,1.173446e-06,-75.0,,
26866,255484671215851.3,1.1734264e-06,-75.0,,
26867,255488938703951.62,1.1734068e-06,-75.0,,
26868,255493206334618.28,1.1733872e-06,-75.0,,
26869,255497474107858.44,1.1733676e-06,-75.0,,
26870,255501742023679.28,1.173348e-06,-75.0,,
26871,255506010082087.84,1.1733284e-06,-75.0,,
26872,255510278283091.38,1.1733088e-06,-75.0,,
26873,255514546626696.97,1.1732892e-06,-75.0,,
26874,255518815112911.84,1.1732696e-06,-75.0,,
26875,255523083741743.03,1.17325e-06,-75.0,,
26876,255527352513197.75,1.1732304e-06,-75.0,,
26877,255531621427283.12,1.1732108e-06,-75.0,,
26878,255535890484006.34,1.1731912e-06,-75.0,,
26879,255540159683374.56,1.1731716e-06,-75.0,,
26880,255544429025394.84,1.173152e-06,-75.0,,
26881,255548698510074.38,1.1731324e-06,-75.0,,
26882,255552968137420.34,1.1731128e-06,-75.0,,
26883,255557237907439.94,1.1730932e-06,-75.0,,
26884,255561507820140.2,1.1730736e-06,-75.0,,
26885,255565777875528.3,1.173054e-06,-75.0,,
26886,255570048073611.47,1.1730344e-06,-75.0,,
26887,255574318414396.84,1.1730148e-06,-75.0,,
26888,255578588897891.5,1.1729952e-06,-75.0,,
26889,255582859524102.62,1.1729756e-06,-75.0,,
26890,255587130293037.4,1.172956e-06,-75.0,,
26891,255591401204703.0,1.1729364e-06,-75.0,,
26892,255595672259106.53,1.1729168e-06,-75.0,,
26893,255599943456255.16,1.1728972e-06,-75.0,,
26894,255604214796156.03,1.1728776e-06,-75.0,,
26895,255608486278816.38,1.172858e-06,-75.0,,
26896,255612757904243.25,1.1728384e-06,-75.0,,
26897,255617029672443.84,1.1728188e-06,-75.0,,
26898,255621301583425.34,1.1727992e-06,-75.0,,
26899,255625573637194.94,1.1727796e-06,-75.0,,
26900,255629845833759.7,1.17276e-06,-75.0,,
26901,255634118173126.8,1.1727404e-06,-75.0,,
26902,255638390655303.44,1.1727208e-06,-75.0,,
26903,255642663280296.8,1.1727012e-06,-75.0,,
26904,255646936048114.0,1.1726816e-06,-75.0,,
26905,255651208958762.2,1.172662e-06,-75.0,,
26906,255655482012248.56,1.1726424e-06,-75.0,,
26907,255659755208580.3,1.1726228e-06,-75.0,,
26908,255664028547764.5,1.1726032e-06,-75.0,,
26909,255668302029808.38,1.1725836e-06,-75.0,,
26910,255672575654719.03,1.172564e-06,-75.0,,
26911,255676849422503.75,1.1725444e-06,-75.0,,
26912,255681123333169.6,1.1725248e-06,-75.0,,
26913,255685397386723.75,1.1725052e-06,-75.0,,
26914,255689671583173.38,1.1724856e-06,-75.0,,
26915,255693945922525.72,1.172466e-06,-75.0,,
26916,255698220404787.8,1.1724464e-06,-75.0,,
26917,255702495029966.9,1.1724268e-06,-75.0,,
26918,255706769798070.16,1.1724072e-06,-75.0,,
26919,255711044709104.75,1.1723876e-06,-75.0,,
26920,255715319763077.8,1.172368e-06,-75.0,,
26921,255719594959996.53,1.1723484e-06,-75.0,,
26922,255723870299868.1,1.1723288e-06,-75.0,,
26923,255728145782699.7,1.1723092e-06,-75.0,,
26924,255732421408498.38,1.1722896e-06,-75.0,,
26925,255736697177271.44,1.17227e-06,-75.0,,
26926,255740973089026.03,1.1722504e-06,-75.0,,
26927,255745249143769.28,1.1722308e-06,-75.0,,
26928,255749525341508.44,1.1722112e-06,-75.0,,
26929,255753801682250.6,1.1721916e-06,-75.0,,
26930,255758078166002.94,1.172172e-06,-75.0,,
26931,255762354792772.66,1.1721524e-06,-75.0,,
26932,255766631562567.0,1.1721328e-06,-75.0,,
26933,255770908475393.0,1.1721132e-06,-75.0,,
26934,255775185531257.9,1.1720936e-06,-75.0,,
26935,255779462730168.9,1.172074e-06,-75.0,,
26936,255783740072133.2,1.1720544e-06,-75.0,,
