freq,lbd,S,aux,idl,mu
240240106714807.8,1.2478868e-06,-75.0,,,-45.250710538565265
240243880118012.56,1.2478672e-06,-75.0,,,-45.246926703415
240247653639755.38,1.2478476e-06,-75.0,,,-45.24314274939896
240251427280041.75,1.247828e-06,-75.0,,,-45.23935867651164
240255201038877.47,1.2478084e-06,-75.0,,,-45.23557448474723
240258974916267.88,1.2477888e-06,-75.0,,,-45.23179017410038
240262748912218.7,1.2477692e-06,-75.0,,,-45.22800574456535
240266523026735.47,1.2477496e-06,-75.0,,,-45.22422119613656
240270297259823.84,1.24773e-06,-75.0,,,-45.22043652880838
240274071611489.38,1.2477104e-06,-75.0,,,-45.21665174257522
240277846081737.56,1.2476908e-06,-75.0,,,-45.21286683743158
240281620670574.1,1.2476712e-06,-75.0,,,-45.20908181337173
240285395378004.6,1.2476516e-06,-75.0,,,-45.20529667039006
240289170204034.53,1.247632e-06,-75.0,,,-45.20151140848107
240292945148669.56,1.2476124e-06,-75.0,,,-45.19772602763909
240296720211915.28,1.2475928e-06,-75.0,,,-45.19394052785851
240300495393777.3,1.2475732e-06,-75.0,,,-45.19015490913369
240304270694261.16,1.2475536e-06,-75.0,,,-45.18636917145912
240308046113372.47,1.247534e-06,-75.0,,,-45.182583314829124
240311821651116.8,1.2475144e-06,-75.0,,,-45.178797339238116
240315597307499.8,1.2474948e-06,-75.0,,,-45.17501124468047
240319373082527.03,1.2474752e-06,-75.0,,,-45.171225031150605
240323148976204.03,1.2474556e-06,-75.0,,,-45.16743869864293
240326924988536.47,1.247436e-06,-75.0,,,-45.163652247151795
240330701119529.9,1.2474164e-06,-75.0,,,-45.1598656766716
240334477369190.0,1.2473968e-06,-75.0,,,-45.156078987196686
240338253737522.25,1.2473772e-06,-75.0,,,-45.15229217872154
240342030224532.25,1.2473576e-06,-75.0,,,-45.14850525124054
240345806830225.6,1.247338e-06,-75.0,,,-45.14471820474809
240349583554608.03,1.2473184e-06,-75.0,,,-45.14093103923841
240353360397684.97,1.2472988e-06,-75.0,,,-45.137143754706095
240357137359462.1,1.2472792e-06,-75.0,,,-45.13335635114544
240360914439944.97,1.2472596e-06,-75.0,,,-45.129568828550845
240364691639139.2,1.24724e-06,-75.0,,,-45.125781186916726
240368468957050.4,1.2472204e-06,-75.0,,,-45.1219934262374
240372246393684.16,1.2472008e-06,-75.0,,,-45.118205546507326
240376023949046.03,1.2471812e-06,-75.0,,,-45.11441754772089
240379801623141.72,1.2471616e-06,-75.0,,,-45.11062942987239
240383579415976.7,1.247142e-06,-75.0,,,-45.106841192956345
240387357327556.62,1.2471224e-06,-75.0,,,-45.103052836967045
240391135357887.1,1.2471028e-06,-75.0,,,-45.09926436189892
240394913506973.72,1.2470832e-06,-75.0,,,-45.09547576774632
240398691774822.1,1.2470636e-06,-74.951733,,,-45.091687054503645
240402470161437.75,1.247044e-06,-75.0,,,-45.08789822216534
240406248666826.4,1.2470244e-06,-75.0,,,-45.08410927072568
240410027290993.6,1.2470048e-06,-75.0,,,-45.080320200179116
240413806033944.9,1.2469852e-06,-75.0,,,-45.076531010520036
240417584895685.97,1.2469656e-06,-75.0,,,-45.0727417017428
240421363876222.4,1.246946e-06,-75.0,,,-45.06895227384177
240425142975559.75,1.2469264e-06,-75.0,,,-45.06516272681139
240428922193703.7,1.2469068e-06,-75.0,,,-45.06137306064596
240432701530659.72,1.2468872e-06,-75.0,,,-45.05758327533998
240436480986433.5,1.2468676e-06,-75.0,,,-45.05379337088776
240440260561030.72,1.246848e-06,-75.0,,,-45.05000334728361
240444040254456.84,1.2468284e-06,-75.0,,,-45.046213204522026
240447820066717.53,1.2468088e-06,-75.0,,,-45.04242294259736
240451599997818.4,1.2467892e-06,-75.0,,,-45.03863256150396
240455380047765.03,1.2467696e-06,-73.9948456,,,-45.03484206123625
240459160216563.03,1.24675e-06,-70.4413314,,,-45.031051441788584
240462940504218.1,1.2467304e-06,-64.6022711,,,-45.027260703155264
240466720910735.7,1.2467108e-06,-62.670051,-62.670051,,-45.02346984533081
240470501436121.5,1.2466912e-06,-66.6232087,,,-45.01967886830951
240474282080381.1,1.2466716e-06,-68.3120769,,,-45.0158877720858
240478062843520.1,1.246652e-06,-64.9136673,,,-45.012096556654015
240481843725544.1,1.2466324e-06,-60.381812,,,-45.008305222008566
240485624726458.8,1.2466128e-06,-52.1438609,,,-45.00451376814372
240489405846269.7,1.2465932e-06,-47.0502409,,,-45.00072219505401
240493187084982.4,1.2465736e-06,-44.5139247,,,-44.99693050273375
240496968442602.56,1.246554e-06,-50.5619322,,,-44.99313869117731
240500749919135.8,1.2465344e-06,-58.0380369,,,-44.989346760379036
240504531514587.72,1.2465148e-06,-63.4549226,,,-44.98555471033334
240508313228963.9,1.2464952e-06,-68.1191879,,,-44.981762541034584
240512095062269.97,1.2464756e-06,-71.4183628,,,-44.977970252477164
240515877014511.56,1.246456e-06,-74.3092167,,,-44.9741778446554
240519659085694.25,1.2464364e-06,-75.0,,,-44.97038531756372
240523441275823.6,1.2464168e-06,-75.0,,,-44.96659267119654
240527223584905.38,1.2463972e-06,-75.0,,,-44.96279990554807
240531006012945.0,1.2463776e-06,-75.0,,,-44.95900702061289
240534788559948.28,1.246358e-06,-75.0,,,-44.955214016385156
240538571225920.62,1.2463384e-06,-75.0,,,-44.95142089285947
240542354010867.84,1.2463188e-06,-75.0,,,-44.94762765002998
240546136914795.4,1.2462992e-06,-75.0,,,-44.94383428789122
240549919937709.0,1.2462796e-06,-75.0,,,-44.94004080643748
240553703079614.25,1.24626e-06,-75.0,,,-44.936247205663115
240557486340516.62,1.2462404e-06,-75.0,,,-44.932453485562654
240561269720421.9,1.2462208e-06,-75.0,,,-44.928659646130285
240565053219335.7,1.2462012e-06,-75.0,,,-44.9248656873604
240568836837263.53,1.2461816e-06,-75.0,,,-44.92107160924744
240572620574211.03,1.246162e-06,-75.0,,,-44.917277411785776
240576404430183.88,1.2461424e-06,-75.0,,,-44.913483094969706
240580188405187.7,1.2461228e-06,-75.0,,,-44.9096886587936
240583972499228.0,1.2461032e-06,-75.0,,,-44.9058941032519
240587756712310.47,1.2460836e-06,-75.0,,,-44.90209942833895
240591541044440.72,1.246064e-06,-75.0,,,-44.89830463404909
240595325495624.4,1.2460444e-06,-75.0,,,-44.89450972037667
240599110065867.03,1.2460248e-06,-75.0,,,-44.89071468731615
240602894755174.4,1.2460052e-06,-75.0,,,-44.88691953486172
240606679563551.9,1.2459856e-06,-75.0,,,-44.88312426300798
240610464491005.38,1.245966e-06,-75.0,,,-44.879328871749074
240614249537540.3,1.2459464e-06,-75.0,,,-44.87553336107948
240618034703162.3,1.2459268e-06,-75.0,,,-44.87173773099361
240621819987877.1,1.2459072e-06,-75.0,,,-44.86794198148571
240625605391690.25,1.2458876e-06,-75.0,,,-44.86414611255017
240629390914607.38,1.245868e-06,-75.0,,,-44.860350124181394
240633176556634.0,1.2458484e-06,-75.0,,,-44.85655401637383
240636962317775.9,1.2458288e-06,-75.0,,,-44.85275778912167
240640748198038.7,1.2458092e-06,-75.0,,,-44.848961442419316
240644534197427.88,1.2457896e-06,-75.0,,,-44.84516497626122
240648320315949.16,1.24577e-06,-75.0,,,-44.841368390641684
240652106553608.16,1.2457504e-06,-75.0,,,-44.837571685555055
240655892910410.53,1.2457308e-06,-75.0,,,-44.83377486099567
240659679386361.75,1.2457112e-06,-75.0,,,-44.829977916958036
240663465981467.7,1.2456916e-06,-75.0,,,-44.82618085343627
240667252695733.7,1.245672e-06,-75.0,,,-44.82238367042502
240671039529165.6,1.2456524e-06,-75.0,,,-44.81858636791841
240674826481768.97,1.2456328e-06,-75.0,,,-44.81478894591087
240678613553549.38,1.2456132e-06,-75.0,,,-44.81099140439682
240682400744512.47,1.2455936e-06,-75.0,,,-44.807193743370604
240686188054663.97,1.245574e-06,-75.0,,,-44.803395962826464
240689975484009.38,1.2455544e-06,-75.0,,,-44.79959806275889
240693763032554.4,1.2455348e-06,-75.0,,,-44.79580004316216
240697550700304.56,1.2455152e-06,-75.0,,,-44.79200190403075
240701338487265.7,1.2454956e-06,-75.0,,,-44.78820364535879
240705126393443.16,1.245476e-06,-75.0,,,-44.78440526714091
240708914418842.75,1.2454564e-06,-75.0,,,-44.7806067693713
240712702563470.1,1.2454368e-06,-75.0,,,-44.77680815204433
240716490827330.8,1.2454172e-06,-75.0,,,-44.77300941515435
240720279210430.47,1.2453976e-06,-75.0,,,-44.76921055869578
240724067712774.75,1.245378e-06,-75.0,,,-44.76541158266293
240727856334369.28,1.2453584e-06,-75.0,,,-44.761612487050144
240731645075219.7,1.2453388e-06,-75.0,,,-44.75781327185179
240735433935331.6,1.2453192e-06,-75.0,,,-44.754013937062226
240739222914710.62,1.2452996e-06,-75.0,,,-44.75021448267581
240743012013362.44,1.24528e-06,-75.0,,,-44.74641490868687
240746801231292.62,1.2452604e-06,-75.0,,,-44.7426152150898
240750590568506.97,1.2452408e-06,-75.0,,,-44.7388154018788
240754380025010.8,1.2452212e-06,-75.0,,,-44.73501546904851
240758169600810.0,1.2452016e-06,-75.0,,,-44.73121541659308
240761959295910.12,1.245182e-06,-75.0,,,-44.72741524450689
240765749110316.88,1.2451624e-06,-75.0,,,-44.72361495278424
240769539044035.75,1.2451428e-06,-75.0,,,-44.719814541419616
240773329097072.47,1.2451232e-06,-75.0,,,-44.71601401040728
240777119269432.62,1.2451036e-06,-75.0,,,-44.712213359741625
240780909561122.0,1.245084e-06,-75.0,,,-44.70841258941685
240784699972146.03,1.2450644e-06,-75.0,,,-44.70461169942752
240788490502510.44,1.2450448e-06,-75.0,,,-44.70081068976788
240792281152220.84,1.2450252e-06,-75.0,,,-44.697009560432285
240796071921282.97,1.2450056e-06,-75.0,,,-44.69320831141502
240799862809702.28,1.244986e-06,-75.0,,,-44.6894069427106
240803653817484.56,1.2449664e-06,-75.0,,,-44.68560545431321
240807444944635.38,1.2449468e-06,-75.0,,,-44.681803846217285
240811236191160.44,1.2449272e-06,-75.0,,,-44.67800211841709
240815027557065.28,1.2449076e-06,-75.0,,,-44.67420027090708
240818819042355.6,1.244888e-06,-75.0,,,-44.670398303681544
240822610647037.03,1.2448684e-06,-75.0,,,-44.66659621673481
240826402371115.28,1.2448488e-06,-75.0,,,-44.66279401006119
240830194214595.88,1.2448292e-06,-75.0,,,-44.65899168365512
240833986177484.5,1.2448096e-06,-75.0,,,-44.6551892375109
240837778259786.8,1.24479e-06,-75.0,,,-44.651386671622866
240841570461508.4,1.2447704e-06,-75.0,,,-44.647583985985406
240845362782654.97,1.2447508e-06,-75.0,,,-44.64378118059282
240849155223232.12,1.2447312e-06,-75.0,,,-44.63997825543945
240852947783245.53,1.2447116e-06,-75.0,,,-44.636175210519646
240856740462700.84,1.244692e-06,-75.0,,,-44.63237204582772
240860533261603.6,1.2446724e-06,-75.0,,,-44.62856876135814
240864326179959.6,1.2446528e-06,-75.0,,,-44.62476535710506
240868119217774.3,1.2446332e-06,-75.0,,,-44.620961833063014
240871912375053.6,1.2446136e-06,-75.0,,,-44.61715818922613
240875705651802.97,1.244594e-06,-75.0,,,-44.61335442558887
240879499048027.97,1.2445744e-06,-75.0,,,-44.609550542145676
240883292563734.44,1.2445548e-06,-75.0,,,-44.6057465388907
240887086198927.9,1.2445352e-06,-75.0,,,-44.601942415818385
240890879953614.1,1.2445156e-06,-75.0,,,-44.59813817292301
240894673827798.56,1.244496e-06,-75.0,,,-44.59433381019898
240898467821487.0,1.2444764e-06,-75.0,,,-44.59052932764061
240902261934685.1,1.2444568e-06,-75.0,,,-44.586724725242185
240906056167398.4,1.2444372e-06,-75.0,,,-44.58292000299812
240909850519632.62,1.2444176e-06,-75.0,,,-44.57911516090273
240913644991393.4,1.244398e-06,-75.0,,,-44.57531019895034
240917439582686.4,1.2443784e-06,-75.0,,,-44.57150511713526
240921234293517.28,1.2443588e-06,-75.0,,,-44.56769991545184
240925029123891.6,1.2443392e-06,-74.5510708,,,-44.56389459389449
240928824073815.12,1.2443196e-06,-75.0,,,-44.560089152457415
240932619143293.4,1.2443e-06,-75.0,,,-44.55628359113507
240936414332332.2,1.2442804e-06,-75.0,,,-44.552477909921684
240940209640937.0,1.2442608e-06,-75.0,,,-44.54867210881172
240944005069113.6,1.2442412e-06,-75.0,,,-44.54486618779941
240947800616867.6,1.2442216e-06,-72.6446526,,,-44.541060146879104
240951596284204.62,1.244202e-06,-72.3293885,,,-44.537253986045165
240955392071130.4,1.2441824e-06,-74.1006527,,,-44.53344770529187
240959187977650.5,1.2441628e-06,-75.0,,,-44.52964130461363
240962984003770.62,1.2441432e-06,-75.0,,,-44.5258347840047
240966780149496.4,1.2441236e-06,-75.0,,,-44.522028143459465
240970576414833.5,1.244104e-06,-75.0,,,-44.518221382972236
240974372799787.53,1.2440844e-06,-75.0,,,-44.51441450253738
240978169304364.2,1.2440648e-06,-75.0,,,-44.51060750214919
240981965928569.16,1.2440452e-06,-75.0,,,-44.50680038180196
240985762672408.03,1.2440256e-06,-75.0,,,-44.50299314149009
240989559535886.47,1.244006e-06,-75.0,,,-44.49918578120789
240993356519010.16,1.2439864e-06,-75.0,,,-44.49537830094968
240997153621784.8,1.2439668e-06,-75.0,,,-44.49157070070971
241000950844215.9,1.2439472e-06,-75.0,,,-44.4877629804825
241004748186309.2,1.2439276e-06,-75.0,,,-44.48395514026229
241008545648070.4,1.243908e-06,-75.0,,,-44.4801471800433
241012343229505.16,1.2438884e-06,-75.0,,,-44.47633909981994
241016140930619.03,1.2438688e-06,-75.0,,,-44.47253089958658
241019938751417.75,1.2438492e-06,-75.0,,,-44.4687225793375
241023736691906.97,1.2438296e-06,-75.0,,,-44.46491413906703
241027534752092.4,1.24381e-06,-75.0,,,-44.46110557876942
241031332931979.53,1.2437904e-06,-75.0,,,-44.457296898439196
241035131231574.2,1.2437708e-06,-75.0,,,-44.4534880980705
241038929650881.9,1.2437512e-06,-75.0,,,-44.449679177657785
241042728189908.53,1.2437316e-06,-75.0,,,-44.445870137195186
241046526848659.5,1.243712e-06,-75.0,,,-44.442060976677254
241050325627140.6,1.2436924e-06,-75.0,,,-44.43825169609819
241054124525357.47,1.2436728e-06,-75.0,,,-44.43444229545233
241057923543315.75,1.2436532e-06,-75.0,,,-44.43063277473402
241061722681021.16,1.2436336e-06,-75.0,,,-44.42682313393753
241065521938479.3,1.243614e-06,-75.0,,,-44.42301337305723
241069321315695.84,1.2435944e-06,-75.0,,,-44.41920349208747
241073120812676.5,1.2435748e-06,-75.0,,,-44.41539349102248
241076920429426.88,1.2435552e-06,-75.0,,,-44.41158336985666
241080720165952.62,1.2435356e-06,-75.0,,,-44.40777312858433
241084520022259.47,1.243516e-06,-75.0,,,-44.403962767199765
241088319998353.03,1.2434964e-06,-75.0,,,-44.40015228569732
241092120094239.0,1.2434768e-06,-75.0,,,-44.39634168407128
241095920309923.0,1.2434572e-06,-75.0,,,-44.39253096231602
241099720645410.75,1.2434376e-06,-75.0,,,-44.3887201204258
241103521100707.88,1.243418e-06,-75.0,,,-44.38490915839499
241107321675820.1,1.2433984e-06,-75.0,,,-44.38109807621784
241111122370753.0,1.2433788e-06,-75.0,,,-44.37728687388874
241114923185512.28,1.2433592e-06,-75.0,,,-44.373475551402
241118724120103.6,1.2433396e-06,-75.0,,,-44.36966410875194
241122525174532.72,1.24332e-06,-75.0,,,-44.36585254593276
241126326348805.16,1.2433004e-06,-75.0,,,-44.362040862938954
241130127642926.7,1.2432808e-06,-75.0,,,-44.35822905976472
241133929056902.9,1.2432612e-06,-75.0,,,-44.35441713640444
241137730590739.56,1.2432416e-06,-75.0,,,-44.35060509285237
241141532244442.28,1.243222e-06,-75.0,,,-44.34679292910285
241145334018016.7,1.2432024e-06,-75.0,,,-44.34298064515024
241149135911468.5,1.2431828e-06,-75.0,,,-44.33916824098882
241152937924803.44,1.2431632e-06,-75.0,,,-44.33535571661284
241156740058027.1,1.2431436e-06,-75.0,,,-44.3315430720167
241160542311145.12,1.243124e-06,-75.0,,,-44.32773030719472
241164344684163.28,1.2431044e-06,-75.0,,,-44.32391742214114
241168147177087.2,1.2430848e-06,-75.0,,,-44.32010441685033
241171949789922.53,1.2430652e-06,-75.0,,,-44.31629129131656
241175752522674.97,1.2430456e-06,-75.0,,,-44.312478045534185
241179555375350.12,1.243026e-06,-75.0,,,-44.30866467949755
241183358347953.8,1.2430064e-06,-75.0,,,-44.304851193200825
241187161440491.56,1.2429868e-06,-74.9788959,,,-44.30103758663847
241190964652969.12,1.2429672e-06,-75.0,,,-44.29722385980472
241194767985392.12,1.2429476e-06,-75.0,,,-44.293410012693926
241198571437766.3,1.242928e-06,-75.0,,,-44.289596045300335
241202375010097.28,1.2429084e-06,-75.0,,,-44.285781957618326
241206178702390.75,1.2428888e-06,-75.0,,,-44.28196774964217
241209982514652.4,1.2428692e-06,-75.0,,,-44.27815342136616
241213786446887.88,1.2428496e-06,-75.0,,,-44.27433897278466
241217590499102.88,1.24283e-06,-75.0,,,-44.27052440389193
241221394671303.03,1.2428104e-06,-75.0,,,-44.26670971468234
241225198963494.1,1.2427908e-06,-75.0,,,-44.26289490515011
241229003375681.72,1.2427712e-06,-75.0,,,-44.25907997528958
241232807907871.53,1.2427516e-06,-75.0,,,-44.255264925095105
241236612560069.25,1.242732e-06,-75.0,,,-44.25144975456095
241240417332280.56,1.2427124e-06,-75.0,,,-44.24763446368141
241244222224511.2,1.2426928e-06,-75.0,,,-44.24381905245075
241248027236766.7,1.2426732e-06,-75.0,,,-44.2400035208634
241251832369052.8,1.2426536e-06,-75.0,,,-44.23618786891358
241255637621375.2,1.242634e-06,-75.0,,,-44.23237209659567
241259442993739.7,1.2426144e-06,-75.0,,,-44.22855620390376
241263248486151.72,1.2425948e-06,-75.0,,,-44.224740190832435
241267054098617.12,1.2425752e-06,-75.0,,,-44.22092405737583
241270859831141.56,1.2425556e-06,-75.0,,,-44.21710780352829
241274665683730.72,1.242536e-06,-75.0,,,-44.2132914292841
241278471656390.25,1.2425164e-06,-75.0,,,-44.20947493463758
241282277749125.75,1.2424968e-06,-75.0,,,-44.20565831958314
241286083961943.12,1.2424772e-06,-75.0,,,-44.20184158411483
241289890294847.88,1.2424576e-06,-75.0,,,-44.19802472822717
241293696747845.75,1.242438e-06,-75.0,,,-44.19420775191436
241297503320942.44,1.2424184e-06,-75.0,,,-44.190390655170724
241301310014143.6,1.2423988e-06,-75.0,,,-44.186573437990575
241305116827454.9,1.2423792e-06,-75.0,,,-44.18275610036821
241308923760882.12,1.2423596e-06,-75.0,,,-44.17893864229787
241312730814430.84,1.24234e-06,-75.0,,,-44.17512106377394
241316537988106.75,1.2423204e-06,-75.0,,,-44.171303364790724
241320345281915.6,1.2423008e-06,-75.0,,,-44.167485545342444
241324152695863.03,1.2422812e-06,-75.0,,,-44.16366760542344
241327960229954.8,1.2422616e-06,-75.0,,,-44.159849545027946
241331767884196.47,1.242242e-06,-75.0,,,-44.1560313641504
241335575658593.8,1.2422224e-06,-75.0,,,-44.152213062784995
241339383553152.53,1.2422028e-06,-75.0,,,-44.14839464092601
241343191567878.25,1.2421832e-06,-75.0,,,-44.14457609856781
241346999702776.62,1.2421636e-06,-75.0,,,-44.14075743570473
241350807957853.5,1.242144e-06,-75.0,,,-44.1369386523309
241354616333114.47,1.2421244e-06,-75.0,,,-44.13311974844072
241358424828565.2,1.2421048e-06,-75.0,,,-44.12930072402851
241362233444211.38,1.2420852e-06,-74.9799523,,,-44.12548157908854
241366042180058.75,1.2420656e-06,-75.0,,,-44.121662313615076
241369851036113.0,1.242046e-06,-75.0,,,-44.11784292760241
241373660012379.75,1.2420264e-06,-75.0,,,-44.114023421044905
241377469108864.8,1.2420068e-06,-75.0,,,-44.11020379393673
241381278325573.72,1.2419872e-06,-75.0,,,-44.10638404627235
241385087662512.3,1.2419676e-06,-75.0,,,-44.10256417804589
241388897119686.2,1.241948e-06,-75.0,,,-44.09874418925175
241392706697101.03,1.2419284e-06,-75.0,,,-44.094924079884215
241396516394762.62,1.2419088e-06,-75.0,,,-44.091103849937504
241400326212676.62,1.2418892e-06,-75.0,,,-44.087283499405935
241404136150848.7,1.2418696e-06,-75.0,,,-44.08346302828384
241407946209284.53,1.24185e-06,-75.0,,,-44.07964243656547
241411756387989.84,1.2418304e-06,-75.0,,,-44.075821724245145
241415566686970.4,1.2418108e-06,-75.0,,,-44.07200089131706
241419377106231.72,1.2417912e-06,-75.0,,,-44.068179937775696
241423187645779.6,1.2417716e-06,-75.0,,,-44.06435886361522
241426998305619.75,1.241752e-06,-75.0,,,-44.06053766882991
241430809085757.9,1.2417324e-06,-75.0,,,-44.05671635341402
241434619986199.72,1.2417128e-06,-75.0,,,-44.052894917361876
241438431006950.84,1.2416932e-06,-75.0,,,-44.04907336066782
241442242148017.0,1.2416736e-06,-75.0,,,-44.04525168332611
241446053409403.9,1.241654e-06,-75.0,,,-44.04142988533101
241449864791117.25,1.2416344e-06,-75.0,,,-44.037607966676816
241453676293162.75,1.2416148e-06,-73.963055,,,-44.0337859273578
241457487915546.1,1.2415952e-06,-68.4761971,,,-44.02996376736825
241461299658272.97,1.2415756e-06,-63.3284898,-63.3284898,,-44.02614148670247
241465111521349.03,1.241556e-06,-63.3394137,,,-44.02231908535479
241468923504780.03,1.2415364e-06,-68.1574521,,,-44.01849656331943
241472735608571.7,1.2415168e-06,-66.9308947,,,-44.014673920590674
241476547832729.72,1.2414972e-06,-62.8581866,,,-44.01085115716277
241480360177259.75,1.2414776e-06,-58.0139104,,,-44.00702827303009
241484172642167.53,1.241458e-06,-48.8597729,,,-44.00320526818686
241487985227458.72,1.2414384e-06,-43.4948239,,,-43.99938214262742
241491797933139.03,1.2414188e-06,-44.9399218,,,-43.99555889634602
241495610759214.28,1.2413992e-06,-51.6166816,,,-43.99173552933684
241499423705690.03,1.2413796e-06,-58.4912116,,,-43.987912041594306
241503236772572.0,1.24136e-06,-63.4912947,,,-43.984088433112674
241507049959865.9,1.2413404e-06,-68.7780364,,,-43.98026470388621
241510863267577.6,1.2413208e-06,-72.4156864,,,-43.97644085390907
241514676695712.53,1.2413012e-06,-74.8101778,,,-43.972616883175746
241518490244276.56,1.2412816e-06,-75.0,,,-43.96879279168039
241522303913275.38,1.241262e-06,-75.0,,,-43.96496857941731
241526117702714.62,1.2412424e-06,-75.0,,,-43.96114424638081
241529931612600.1,1.2412228e-06,-75.0,,,-43.957319792565116
241533745642937.44,1.2412032e-06,-75.0,,,-43.953495217964544
241537559793732.3,1.2411836e-06,-75.0,,,-43.94967052257342
241541374064990.62,1.241164e-06,-75.0,,,-43.945845706385825
241545188456717.84,1.2411444e-06,-75.0,,,-43.94202076939628
241549002968919.8,1.2411248e-06,-75.0,,,-43.93819571159892
241552817601602.16,1.2411052e-06,-75.0,,,-43.934370532988105
241556632354770.72,1.2410856e-06,-75.0,,,-43.93054523355797
241560447228431.03,1.241066e-06,-75.0,,,-43.92671981330298
241564262222588.97,1.2410464e-06,-75.0,,,-43.922894272217235
241568077337250.1,1.2410268e-06,-75.0,,,-43.91906861029516
241571892572420.25,1.2410072e-06,-75.0,,,-43.915242827530896
241575707928105.0,1.2409876e-06,-75.0,,,-43.91141692391886
241579523404310.2,1.240968e-06,-75.0,,,-43.9075908994532
241583339001041.44,1.2409484e-06,-75.0,,,-43.90376475412827
241587154718304.56,1.2409288e-06,-75.0,,,-43.899938487938236
241590970556105.16,1.2409092e-06,-75.0,,,-43.8961121008775
241594786514449.0,1.2408896e-06,-75.0,,,-43.89228559294027
241598602593341.75,1.24087e-06,-75.0,,,-43.88845896412085
241602418792789.2,1.2408504e-06,-75.0,,,-43.884632214413465
241606235112797.0,1.2408308e-06,-75.0,,,-43.880805343812405
241610051553370.88,1.2408112e-06,-75.0,,,-43.876978352311966
241613868114516.56,1.2407916e-06,-75.0,,,-43.87315123990638
241617684796239.75,1.240772e-06,-75.0,,,-43.86932400658994
241621501598546.2,1.2407524e-06,-75.0,,,-43.86549665235689
241625318521441.53,1.2407328e-06,-75.0,,,-43.861669177201556
241629135564931.5,1.2407132e-06,-75.0,,,-43.857841581118194
241632952729021.9,1.2406936e-06,-75.0,,,-43.85401386410099
241636770013718.3,1.240674e-06,-75.0,,,-43.85018602614436
241640587419026.6,1.2406544e-06,-75.0,,,-43.846358067242406
241644404944952.4,1.2406348e-06,-75.0,,,-43.84252998738946
241648222591501.4,1.2406152e-06,-75.0,,,-43.83870178657986
241652040358679.38,1.2405956e-06,-75.0,,,-43.8348734648078
241655858246491.9,1.240576e-06,-75.0,,,-43.83104502206766
241659676254944.97,1.2405564e-06,-75.0,,,-43.827216458353476
241663494384044.1,1.2405368e-06,-75.0,,,-43.82338777365969
241667312633795.0,1.2405172e-06,-75.0,,,-43.81955896798057
241671131004203.47,1.2404976e-06,-75.0,,,-43.81573004131032
241674949495275.2,1.240478e-06,-75.0,,,-43.81190099364323
241678768107015.9,1.2404584e-06,-75.0,,,-43.80807182497354
241682586839431.38,1.2404388e-06,-75.0,,,-43.80424253529548
241686405692527.2,1.2404192e-06,-75.0,,,-43.800413124603445
241690224666309.12,1.2403996e-06,-75.0,,,-43.796583592891636
241694043760782.97,1.24038e-06,-75.0,,,-43.792753940154256
241697862975954.4,1.2403604e-06,-75.0,,,-43.788924166385605
241701682311829.12,1.2403408e-06,-75.0,,,-43.78509427157997
241705501768412.88,1.2403212e-06,-74.6270487,,,-43.7812642557316
241709321345711.38,1.2403016e-06,-75.0,,,-43.77743411883475
241713141043730.4,1.240282e-06,-75.0,,,-43.77360386088362
241716960862475.56,1.2402624e-06,-75.0,,,-43.76977348187261
241720780801952.62,1.2402428e-06,-75.0,,,-43.76594298179592
241724600862167.38,1.2402232e-06,-75.0,,,-43.76211236064775
241728421043125.5,1.2402036e-06,-75.0,,,-43.758281618422394
241732241344832.72,1.240184e-06,-75.0,,,-43.75445075511412
241736061767294.72,1.2401644e-06,-75.0,,,-43.750619770717236
241739882310517.28,1.2401448e-06,-75.0,,,-43.74678866522593
241743702974506.12,1.2401252e-06,-75.0,,,-43.74295743863447
241747523759266.97,1.2401056e-06,-75.0,,,-43.73912609093713
241751344664805.5,1.240086e-06,-75.0,,,-43.735294622128194
241755165691127.5,1.2400664e-06,-75.0,,,-43.73146303220187
241758986838238.7,1.2400468e-06,-75.0,,,-43.72763132115243
241762808106144.8,1.2400272e-06,-75.0,,,-43.7237994889741
241766629494851.47,1.2400076e-06,-75.0,,,-43.719967535661276
241770451004364.53,1.239988e-06,-75.0,,,-43.71613546120806
241774272634689.75,1.2399684e-06,-75.0,,,-43.712303265608696
241778094385832.72,1.2399488e-06,-75.0,,,-43.708470948857574
241781916257799.2,1.2399292e-06,-75.0,,,-43.70463851094892
241785738250595.03,1.2399096e-06,-75.0,,,-43.70080595187684
241789560364225.88,1.23989e-06,-75.0,,,-43.696973271635706
241793382598697.4,1.2398704e-06,-75.0,,,-43.6931404702198
241797204954015.44,1.2398508e-06,-75.0,,,-43.68930754762331
241801027430185.7,1.2398312e-06,-75.0,,,-43.68547450384049
241804850027213.84,1.2398116e-06,-75.0,,,-43.681641338865646
241808672745105.6,1.239792e-06,-75.0,,,-43.67780805269306
241812495583866.84,1.2397724e-06,-75.0,,,-43.673974645316825
241816318543503.2,1.2397528e-06,-75.0,,,-43.67014111673132
241820141624020.4,1.2397332e-06,-75.0,,,-43.66630746693076
241823964825424.2,1.2397136e-06,-75.0,,,-43.662473695909426
241827788147720.3,1.239694e-06,-75.0,,,-43.658639803661536
241831611590914.5,1.2396744e-06,-75.0,,,-43.65480579018135
241835435155012.53,1.2396548e-06,-75.0,,,-43.65097165546306
241839258840020.03,1.2396352e-06,-75.0,,,-43.64713739950105
241843082645942.8,1.2396156e-06,-75.0,,,-43.643303022289466
