freq,lbd,S,aux,idl,mu
176348504705882.34,1.7e-06,-52.4707945,,,-109.31894718596861
176350537923849.0,1.6999804e-06,-54.9721098,,,-109.31690834697025
176352571188700.38,1.6999608e-06,-53.6009148,,,-109.31486946095755
176354604500438.03,1.6999412e-06,-53.0232261,,,-109.31283052792895
176356637859063.62,1.6999216e-06,-53.2127288,,,-109.31079154788279
176358671264578.78,1.699902e-06,-55.8193143,,,-109.30875252081744
176360704716985.12,1.6998824e-06,-56.3313546,,,-109.30671344673125
176362738216284.28,1.6998628e-06,-54.2269354,,,-109.30467432562263
176364771762477.84,1.6998432e-06,-53.6191296,,,-109.30263515748995
176366805355567.47,1.6998236e-06,-54.7859946,,,-109.30059594233155
176368838995554.78,1.699804e-06,-55.4375203,,,-109.29855668014582
176370872682441.38,1.6997844e-06,-55.0184567,,,-109.29651737093114
176372906416228.88,1.6997648e-06,-53.664439,,,-109.29447801468591
176374940196918.9,1.6997452e-06,-52.7014398,,,-109.29243861140846
176376974024513.16,1.6997256e-06,-57.3127345,,,-109.29039916109713
176379007899013.12,1.699706e-06,-53.0151831,,,-109.28835966375041
176381041820420.53,1.6996864e-06,-54.3325015,,,-109.28632011936656
176383075788736.94,1.6996668e-06,-55.2748304,,,-109.28428052794405
176385109803964.03,1.6996472e-06,-53.0177937,,,-109.28224088948114
176387143866103.38,1.6996276e-06,-56.1022974,,,-109.28020120397629
176389177975156.62,1.699608e-06,-53.7742337,,,-109.27816147142784
176391212131125.38,1.6995884e-06,-53.2901927,,,-109.27612169183419
176393246334011.3,1.6995688e-06,-53.0659877,,,-109.27408186519364
176395280583816.0,1.6995492e-06,-53.728238,,,-109.27204199150464
176397314880541.06,1.6995296e-06,-53.9541344,,,-109.27000207076553
176399349224188.16,1.69951e-06,-52.7527223,,,-109.26796210297468
176401383614758.88,1.6994904e-06,-54.3606079,,,-109.26592208813048
176403418052254.88,1.6994708e-06,-54.8565196,,,-109.26388202623127
176405452536677.72,1.6994512e-06,-52.5320175,,,-109.26184191727548
176407487068029.1,1.6994316e-06,-53.9722291,,,-109.25980176126141
176409521646310.6,1.699412e-06,-53.4266084,,,-109.25776155818748
176411556271523.88,1.6993924e-06,-54.3242001,,,-109.25572130805203
176413590943670.5,1.6993728e-06,-57.0455802,,,-109.25368101085348
176415625662752.16,1.6993532e-06,-55.9251732,,,-109.25164066659013
176417660428770.4,1.6993336e-06,-57.4475684,,,-109.24960027526045
176419695241726.97,1.699314e-06,-53.1812836,,,-109.24755983686266
176421730101623.34,1.6992944e-06,-56.0976456,,,-109.24551935139532
176423765008461.25,1.6992748e-06,-61.2376335,,,-109.24347881885666
176425799962242.28,1.6992552e-06,-54.7104171,,,-109.24143823924508
176427834962968.06,1.6992356e-06,-53.7530031,,,-109.23939761255899
176429870010640.2,1.699216e-06,-57.5899212,,,-109.23735693879676
176431905105260.34,1.6991964e-06,-56.1873353,,,-109.23531621795671
176433940246830.1,1.6991768e-06,-53.6913088,,,-109.23327545003725
176435975435351.12,1.6991572e-06,-52.3671292,,,-109.23123463503673
176438010670825.0,1.6991376e-06,-52.9575079,,,-109.22919377295356
176440045953253.38,1.699118e-06,-54.5192476,,,-109.22715286378607
176442081282637.88,1.6990984e-06,-57.9157226,,,-109.22511190753265
176444116658980.16,1.6990788e-06,-56.1951285,,,-109.22307090419162
176446152082281.78,1.6990592e-06,-56.021075,,,-109.22102985376142
176448187552544.38,1.6990396e-06,-54.7393943,,,-109.21898875624044
176450223069769.62,1.69902e-06,-55.1795412,,,-109.21694761162695
176452258633959.12,1.6990004e-06,-53.9132748,,,-109.21490641991939
176454294245114.5,1.6989808e-06,-51.8674414,,,-109.2128651811161
176456329903237.34,1.6989612e-06,-53.2682239,,,-109.2108238952155
176458365608329.3,1.6989416e-06,-52.9929038,,,-109.20878256221592
176460401360392.06,1.698922e-06,-53.8833884,,,-109.2067411821157
176462437159427.2,1.6989024e-06,-56.0016787,,,-109.20469975491326
176464473005436.28,1.6988828e-06,-53.0052533,,,-109.20265828060698
176466508898421.0,1.6988632e-06,-54.9833194,,,-109.20061675919521
176468544838383.0,1.6988436e-06,-54.7959836,,,-109.19857519067628
176470580825323.88,1.698824e-06,-57.0154757,,,-109.1965335750486
176472616859245.25,1.6988044e-06,-54.565939,,,-109.19449191231054
176474652940148.75,1.6987848e-06,-53.6959288,,,-109.19245020246046
176476689068036.03,1.6987652e-06,-54.3678204,,,-109.19040844549671
176478725242908.66,1.6987456e-06,-57.6385152,,,-109.18836664141773
176480761464768.3,1.698726e-06,-54.6470472,,,-109.1863247902218
176482797733616.6,1.6987064e-06,-56.4364969,,,-109.18428289190736
176484834049455.16,1.6986868e-06,-53.6431478,,,-109.18224094647272
176486870412285.6,1.6986672e-06,-53.2861306,,,-109.18019895391629
176488906822109.53,1.6986476e-06,-54.4034134,,,-109.17815691423645
176490943278928.62,1.698628e-06,-54.0821711,,,-109.17611482743152
176492979782744.53,1.6986084e-06,-53.8136385,,,-109.17407269349985
176495016333558.78,1.6985888e-06,-55.5523536,,,-109.17203051243992
176497052931373.06,1.6985692e-06,-54.5381137,,,-109.16998828425001
176499089576189.0,1.6985496e-06,-56.6280703,,,-109.16794600892851
176501126268008.22,1.69853e-06,-55.9391354,,,-109.16590368647378
176503163006832.34,1.6985104e-06,-54.7389439,,,-109.1638613168842
176505199792663.0,1.6984908e-06,-54.1823987,,,-109.16181890015812
176507236625501.8,1.6984712e-06,-53.7886242,,,-109.15977643629394
176509273505350.4,1.6984516e-06,-55.7762087,,,-109.15773392529
176511310432210.4,1.698432e-06,-54.3904209,,,-109.1556913671447
176513347406083.47,1.6984124e-06,-55.0739011,,,-109.15364876185636
176515384426971.2,1.6983928e-06,-55.0379375,,,-109.15160610942338
176517421494875.2,1.6983732e-06,-55.8781488,,,-109.14956340984415
176519458609797.16,1.6983536e-06,-55.0113714,,,-109.14752066311695
176521495771738.66,1.698334e-06,-52.1795177,,,-109.14547786924025
176523532980701.34,1.6983144e-06,-53.9045246,,,-109.14343502821235
176525570236686.8,1.6982948e-06,-54.0194498,,,-109.14139214003168
176527607539696.75,1.6982752e-06,-54.6891708,,,-109.13934920469653
176529644889732.75,1.6982556e-06,-56.5357033,,,-109.13730622220531
176531682286796.4,1.698236e-06,-57.8639751,,,-109.13526319255642
176533719730889.4,1.6982164e-06,-53.1822497,,,-109.13322011574819
176535757222013.38,1.6981968e-06,-53.0189083,,,-109.13117699177894
176537794760169.9,1.6981772e-06,-54.4071851,,,-109.12913382064711
176539832345360.62,1.6981576e-06,-55.7632757,,,-109.12709060235107
176541869977587.22,1.698138e-06,-56.167473,,,-109.12504733688912
176543907656851.25,1.6981184e-06,-55.6060766,,,-109.12300402425969
176545945383154.38,1.6980988e-06,-53.4184222,,,-109.12096066446112
176547983156498.22,1.6980792e-06,-54.4844063,,,-109.11891725749179
176550020976884.44,1.6980596e-06,-56.6980288,,,-109.11687380335002
176552058844314.62,1.69804e-06,-54.0859424,,,-109.11483030203422
176554096758790.4,1.6980204e-06,-55.3374165,,,-109.11278675354278
176556134720313.44,1.6980008e-06,-57.7539465,,,-109.11074315787401
176558172728885.34,1.6979812e-06,-55.963384,,,-109.1086995150263
176560210784507.75,1.6979616e-06,-55.9348047,,,-109.10665582499801
176562248887182.25,1.697942e-06,-55.767028,,,-109.10461208778756
176564287036910.53,1.6979224e-06,-53.5463392,,,-109.10256830339323
176566325233694.16,1.6979028e-06,-53.0392091,,,-109.10052447181347
176568363477534.84,1.6978832e-06,-54.5134679,,,-109.09848059304655
176570401768434.16,1.6978636e-06,-55.1973437,,,-109.09643666709091
176572440106393.75,1.697844e-06,-54.2973536,,,-109.09439269394488
176574478491415.25,1.6978244e-06,-54.3796874,,,-109.09234867360685
176576516923500.28,1.6978048e-06,-54.9294759,,,-109.09030460607518
176578555402650.47,1.6977852e-06,-56.8490439,,,-109.08826049134822
176580593928867.44,1.6977656e-06,-53.9151988,,,-109.08621632942437
176582632502152.84,1.697746e-06,-56.2756241,,,-109.08417212030196
176584671122508.3,1.6977264e-06,-55.6033276,,,-109.08212786397934
176586709789935.47,1.6977068e-06,-53.9151637,,,-109.08008356045491
176588748504435.9,1.6976872e-06,-54.5983547,,,-109.07803920972705
176590787266011.3,1.6976676e-06,-53.2706422,,,-109.07599481179409
176592826074663.3,1.697648e-06,-53.2548721,,,-109.07395036665439
176594864930393.5,1.6976284e-06,-53.6922556,,,-109.07190587430635
176596903833203.5,1.6976088e-06,-58.1554791,,,-109.06986133474834
176598942783095.0,1.6975892e-06,-53.9861269,,,-109.06781674797865
176600981780069.6,1.6975696e-06,-53.9229538,,,-109.06577211399572
176603020824128.9,1.69755e-06,-53.8714862,,,-109.06372743279789
176605059915274.56,1.6975304e-06,-53.1523363,,,-109.06168270438356
176607099053508.22,1.6975108e-06,-54.636675,,,-109.05963792875103
176609138238831.53,1.6974912e-06,-56.2727462,,,-109.05759310589868
176611177471246.06,1.6974716e-06,-54.2122608,,,-109.0555482358249
176613216750753.47,1.697452e-06,-54.2553025,,,-109.05350331852806
176615256077355.4,1.6974324e-06,-55.9124591,,,-109.0514583540065
176617295451053.5,1.6974128e-06,-54.5237175,,,-109.04941334225857
176619334871849.38,1.6973932e-06,-54.6419761,,,-109.04736828328267
176621374339744.66,1.6973736e-06,-55.3388349,,,-109.04532317707714
176623413854740.97,1.697354e-06,-54.9302663,,,-109.04327802364035
176625453416839.94,1.6973344e-06,-53.7221581,,,-109.0412328229707
176627493026043.25,1.6973148e-06,-55.6367928,,,-109.03918757506648
176629532682352.5,1.6972952e-06,-56.3323569,,,-109.0371422799261
176631572385769.28,1.6972756e-06,-52.9223407,,,-109.03509693754795
176633612136295.28,1.697256e-06,-53.3857274,,,-109.03305154793034
176635651933932.12,1.6972364e-06,-56.3250519,,,-109.03100611107163
176637691778681.44,1.6972168e-06,-54.4619859,,,-109.02896062697023
176639731670544.8,1.6971972e-06,-54.8084436,,,-109.0269150956245
176641771609523.94,1.6971776e-06,-55.8551337,,,-109.02486951703277
176643811595620.44,1.697158e-06,-55.6822529,,,-109.02282389119341
176645851628835.94,1.6971384e-06,-55.3473447,,,-109.02077821810478
176647891709172.03,1.6971188e-06,-55.0201235,,,-109.01873249776528
176649931836630.4,1.6970992e-06,-54.8195327,,,-109.01668673017323
176651972011212.7,1.6970796e-06,-53.418976,,,-109.01464091532699
176654012232920.47,1.69706e-06,-54.7992438,,,-109.01259505322497
176656052501755.4,1.6970404e-06,-55.5864702,,,-109.01054914386552
176658092817719.12,1.6970208e-06,-55.8232279,,,-109.00850318724697
176660133180813.3,1.6970012e-06,-56.915195,,,-109.00645718336767
176662173591039.53,1.6969816e-06,-54.9252309,,,-109.00441113222604
176664214048399.44,1.696962e-06,-56.4326931,,,-109.00236503382041
176666254552894.66,1.6969424e-06,-54.888569,,,-109.00031888814917
176668295104526.88,1.6969228e-06,-53.9125271,,,-108.9982726952106
176670335703297.62,1.6969032e-06,-53.4739311,,,-108.99622645500318
176672376349208.62,1.6968836e-06,-53.8099605,,,-108.9941801675252
176674417042261.47,1.696864e-06,-53.9695082,,,-108.99213383277504
176676457782457.84,1.6968444e-06,-54.7391786,,,-108.99008745075102
176678498569799.3,1.6968248e-06,-55.9995513,,,-108.98804102145156
176680539404287.53,1.6968052e-06,-55.0278019,,,-108.98599454487501
176682580285924.16,1.6967856e-06,-52.9851961,,,-108.98394802101971
176684621214710.8,1.696766e-06,-55.3087315,,,-108.98190144988402
176686662190649.12,1.6967464e-06,-54.0046357,,,-108.97985483146633
176688703213740.72,1.6967268e-06,-54.088282,,,-108.977808165765
176690744283987.25,1.6967072e-06,-54.5359689,,,-108.97576145277836
176692785401390.34,1.6966876e-06,-53.5287648,,,-108.97371469250479
176694826565951.62,1.696668e-06,-53.8068686,,,-108.97166788494266
176696867777672.72,1.6966484e-06,-55.5175278,,,-108.96962103009034
176698909036555.3,1.6966288e-06,-54.2630123,,,-108.96757412794614
176700950342601.0,1.6966092e-06,-55.6293173,,,-108.96552717850845
176702991695811.4,1.6965896e-06,-54.3711121,,,-108.96348018177567
176705033096188.2,1.69657e-06,-58.5641805,,,-108.9614331377461
176707074543732.97,1.6965504e-06,-55.6351891,,,-108.95938604641813
176709116038447.4,1.6965308e-06,-53.5022963,,,-108.9573389077901
176711157580333.1,1.6965112e-06,-54.0009982,,,-108.95529172186042
176713199169391.7,1.6964916e-06,-54.4979347,,,-108.9532444886274
176715240805624.84,1.696472e-06,-55.9715358,,,-108.95119720808943
176717282489034.16,1.6964524e-06,-55.6277897,,,-108.94914988024485
176719324219621.3,1.6964328e-06,-55.3165876,,,-108.94710250509202
176721365997387.9,1.6964132e-06,-53.3418397,,,-108.94505508262931
176723407822335.56,1.6963936e-06,-55.6062087,,,-108.9430076128551
176725449694465.94,1.696374e-06,-54.3203032,,,-108.94096009576772
176727491613780.72,1.6963544e-06,-56.5475626,,,-108.9389125313655
176729533580281.44,1.6963348e-06,-55.2871257,,,-108.9368649196469
176731575593969.78,1.6963152e-06,-54.7038775,,,-108.93481726061022
176733617654847.4,1.6962956e-06,-54.1134971,,,-108.93276955425378
176735659762915.94,1.696276e-06,-53.4414127,,,-108.93072180057598
176737701918177.0,1.6962564e-06,-54.2753901,,,-108.92867399957518
176739744120632.22,1.6962368e-06,-57.5713134,,,-108.92662615124976
176741786370283.22,1.6962172e-06,-55.267601,,,-108.92457825559808
176743828667131.72,1.6961976e-06,-53.611797,,,-108.9225303126184
176745871011179.25,1.696178e-06,-55.9257229,,,-108.92048232230921
176747913402427.5,1.6961584e-06,-56.0594064,,,-108.91843428466882
176749955840878.1,1.6961388e-06,-57.1750308,,,-108.91638619969558
176751998326532.72,1.6961192e-06,-54.6493244,,,-108.91433806738782
176754040859392.94,1.6960996e-06,-54.8446155,,,-108.91228988774395
176756083439460.4,1.69608e-06,-56.4701235,,,-108.91024166076234
176758126066736.75,1.6960604e-06,-54.4764759,,,-108.90819338644133
176760168741223.7,1.6960408e-06,-54.5257386,,,-108.9061450647792
176762211462922.75,1.6960212e-06,-55.0544397,,,-108.90409669577443
176764254231835.62,1.6960016e-06,-55.5946648,,,-108.90204827942532
176766297047963.94,1.695982e-06,-58.3096111,,,-108.89999981573023
176768339911309.38,1.6959624e-06,-55.3468228,,,-108.89795130468748
176770382821873.47,1.6959428e-06,-53.9451169,,,-108.89590274629555
176772425779657.94,1.6959232e-06,-57.614237,,,-108.89385414055269
176774468784664.4,1.6959036e-06,-56.2302486,,,-108.89180548745728
176776511836894.5,1.695884e-06,-54.3345926,,,-108.88975678700768
176778554936349.88,1.6958644e-06,-55.6868773,,,-108.88770803920227
176780598083032.12,1.6958448e-06,-53.9585612,,,-108.88565924403939
176782641276942.94,1.6958252e-06,-54.9044721,,,-108.88361040151739
176784684518083.9,1.6958056e-06,-54.9529005,,,-108.88156151163467
176786727806456.72,1.695786e-06,-53.6102366,,,-108.87951257438952
176788771142062.97,1.6957664e-06,-56.3513793,,,-108.87746358978035
176790814524904.3,1.6957468e-06,-55.5291663,,,-108.87541455780551
176792857954982.4,1.6957272e-06,-55.0539216,,,-108.87336547846331
176794901432298.8,1.6957076e-06,-57.7583842,,,-108.87131635175223
176796944956855.28,1.695688e-06,-54.2767657,,,-108.86926717767047
176798988528653.34,1.6956684e-06,-55.1522145,,,-108.8672179562165
176801032147694.75,1.6956488e-06,-54.2155442,,,-108.8651686873886
176803075813981.03,1.6956292e-06,-54.9545381,,,-108.8631193711852
176805119527513.88,1.6956096e-06,-55.4666565,,,-108.86107000760464
176807163288294.94,1.69559e-06,-56.7247664,,,-108.85902059664522
176809207096325.8,1.6955704e-06,-55.1339751,,,-108.85697113830535
176811250951608.2,1.6955508e-06,-54.5393896,,,-108.85492163258337
176813294854143.66,1.6955312e-06,-54.7436701,,,-108.85287207947766
176815338803933.88,1.6955116e-06,-53.9399749,,,-108.85082247898654
176817382800980.47,1.695492e-06,-55.7250555,,,-108.84877283110842
176819426845285.12,1.6954724e-06,-55.2329301,,,-108.84672313584159
176821470936849.44,1.6954528e-06,-55.7350254,,,-108.84467339318444
176823515075675.06,1.6954332e-06,-56.7023216,,,-108.84262360313531
176825559261763.6,1.6954136e-06,-55.1901923,,,-108.84057376569262
176827603495116.78,1.695394e-06,-54.6754211,,,-108.83852388085461
176829647775736.16,1.6953744e-06,-55.924511,,,-108.83647394861973
176831692103623.38,1.6953548e-06,-55.0311426,,,-108.83442396898634
176833736478780.12,1.6953352e-06,-54.7062105,,,-108.83237394195274
176835780901208.03,1.6953156e-06,-54.1291901,,,-108.83032386751728
176837825370908.7,1.695296e-06,-56.0067921,,,-108.82827374567839
176839869887883.75,1.6952764e-06,-57.2967402,,,-108.8262235764344
176841914452134.9,1.6952568e-06,-54.0732589,,,-108.82417335978363
176843959063663.78,1.6952372e-06,-55.916942,,,-108.82212309572442
176846003722471.97,1.6952176e-06,-56.8147571,,,-108.82007278425519
176848048428561.16,1.695198e-06,-55.1374235,,,-108.81802242537425
176850093181932.94,1.6951784e-06,-57.9826854,,,-108.81597201908
176852137982589.0,1.6951588e-06,-59.4910683,,,-108.81392156537075
176854182830530.97,1.6951392e-06,-55.4222362,,,-108.81187106424485
176856227725760.47,1.6951196e-06,-54.5197986,,,-108.80982051570071
176858272668279.16,1.6951e-06,-56.894971,,,-108.80776991973664
176860317658088.7,1.6950804e-06,-56.9254447,,,-108.80571927635098
176862362695190.66,1.6950608e-06,-56.8534041,,,-108.80366858554214
176864407779586.72,1.6950412e-06,-57.1578942,,,-108.80161784730846
176866452911278.53,1.6950216e-06,-54.1929179,,,-108.79956706164828
176868498090267.75,1.695002e-06,-56.9955456,,,-108.79751622855993
176870543316555.97,1.6949824e-06,-54.9757102,,,-108.79546534804182
176872588590144.88,1.6949628e-06,-54.5746089,,,-108.79341442009225
176874633911036.06,1.6949432e-06,-52.8880103,,,-108.79136344470963
176876679279231.25,1.6949236e-06,-55.2615105,,,-108.78931242189223
176878724694731.97,1.694904e-06,-54.64895,,,-108.78726135163852
176880770157539.94,1.6948844e-06,-56.212095,,,-108.78521023394677
176882815667656.78,1.6948648e-06,-56.9858948,,,-108.78315906881537
176884861225084.16,1.6948452e-06,-56.4199591,,,-108.78110785624263
176886906829823.7,1.6948256e-06,-54.5816997,,,-108.77905659622694
176888952481876.97,1.694806e-06,-55.4984289,,,-108.7770052887667
176890998181245.72,1.6947864e-06,-55.1881958,,,-108.77495393386017
176893043927931.56,1.6947668e-06,-55.5551108,,,-108.77290253150575
176895089721936.12,1.6947472e-06,-57.2721096,,,-108.77085108170178
176897135563261.03,1.6947276e-06,-55.8034877,,,-108.76879958444665
176899181451907.94,1.694708e-06,-54.3236281,,,-108.7667480397387
176901227387878.5,1.6946884e-06,-55.7784594,,,-108.76469644757626
176903273371174.38,1.6946688e-06,-55.3845019,,,-108.76264480795767
176905319401797.12,1.6946492e-06,-54.1783426,,,-108.76059312088135
176907365479748.5,1.6946296e-06,-54.0016224,,,-108.75854138634558
176909411605030.06,1.69461e-06,-56.2146568,,,-108.75648960434877
176911457777643.5,1.6945904e-06,-54.5052576,,,-108.75443777488923
176913503997590.44,1.6945708e-06,-56.8109698,,,-108.75238589796534
176915550264872.5,1.6945512e-06,-56.2707902,,,-108.75033397357545
176917596579491.34,1.6945316e-06,-56.6188543,,,-108.74828200171791
176919642941448.62,1.694512e-06,-56.3564431,,,-108.74622998239107
176921689350745.97,1.6944924e-06,-61.1205506,,,-108.74417791559328
176923735807385.03,1.6944728e-06,-57.9153506,,,-108.7421258013229
176925782311367.47,1.6944532e-06,-54.3758227,,,-108.74007363957826
176927828862694.9,1.6944336e-06,-55.377237,,,-108.73802143035773
176929875461368.94,1.694414e-06,-55.8474281,,,-108.73596917365971
176931922107391.28,1.6943944e-06,-55.8975604,,,-108.73391686948247
176933968800763.56,1.6943748e-06,-55.009098,,,-108.7318645178244
176936015541487.4,1.6943552e-06,-54.9304968,,,-108.72981211868385
176938062329564.47,1.6943356e-06,-56.3855986,,,-108.72775967205918
176940109164996.38,1.694316e-06,-56.4905391,,,-108.72570717794875
176942156047784.78,1.6942964e-06,-54.4274698,,,-108.72365463635089
176944202977931.34,1.6942768e-06,-54.0409709,,,-108.72160204726394
176946249955437.7,1.6942572e-06,-55.0565932,,,-108.7195494106863
176948296980305.47,1.6942376e-06,-56.0154444,,,-108.71749672661628
176950344052536.3,1.694218e-06,-58.5078588,,,-108.71544399505224
176952391172131.9,1.6941984e-06,-55.1791289,,,-108.71339121599252
176954438339093.84,1.6941788e-06,-54.7361709,,,-108.7113383894355
176956485553423.78,1.6941592e-06,-55.4539177,,,-108.70928551537953
176958532815123.38,1.6941396e-06,-57.9164949,,,-108.70723259382295
176960580124194.28,1.69412e-06,-55.4854692,,,-108.7051796247641
176962627480638.1,1.6941004e-06,-54.6021401,,,-108.70312660820136
176964674884456.5,1.6940808e-06,-55.923231,,,-108.70107354413307
176966722335651.16,1.6940612e-06,-55.056506,,,-108.69902043255755
176968769834223.7,1.6940416e-06,-55.0030156,,,-108.69696727347316
176970817380175.7,1.694022e-06,-58.2219901,,,-108.69491406687833
176972864973508.88,1.6940024e-06,-55.3796556,,,-108.69286081277131
176974912614224.88,1.6939828e-06,-55.9349276,,,-108.69080751115051
176976960302325.34,1.6939632e-06,-55.2395479,,,-108.68875416201422
176979008037811.88,1.6939436e-06,-56.8328536,,,-108.68670076536087
176981055820686.16,1.693924e-06,-54.8133267,,,-108.68464732118876
176983103650949.84,1.6939044e-06,-57.6870978,,,-108.68259382949623
176985151528604.56,1.6938848e-06,-56.3355537,,,-108.68054029028166
176987199453651.94,1.6938652e-06,-56.4915199,,,-108.6784867035434
176989247426093.62,1.6938456e-06,-57.2780922,,,-108.67643306927981
176991295445931.28,1.693826e-06,-56.4256535,,,-108.67437938748921
176993343513166.56,1.6938064e-06,-56.7197687,,,-108.67232565816995
176995391627801.1,1.6937868e-06,-55.7512375,,,-108.67027188132042
176997439789836.53,1.6937672e-06,-56.1014837,,,-108.66821805693893
176999487999274.5,1.6937476e-06,-57.1234158,,,-108.66616418502385
177001536256116.7,1.693728e-06,-56.0053866,,,-108.6641102655735
177003584560364.72,1.6937084e-06,-55.4356817,,,-108.66205629858625
177005632912020.2,1.6936888e-06,-57.3114598,,,-108.66000228406051
177007681311084.8,1.6936692e-06,-56.1104152,,,-108.65794822199453
177009729757560.25,1.6936496e-06,-55.9765931,,,-108.65589411238668
177011778251448.06,1.69363e-06,-56.0591281,,,-108.65383995523537
177013826792749.97,1.6936104e-06,-54.7998711,,,-108.65178575053889
177015875381467.6,1.6935908e-06,-56.2402217,,,-108.6497314982956
177017924017602.56,1.6935712e-06,-55.059346,,,-108.64767719850389
177019972701156.56,1.6935516e-06,-57.0478757,,,-108.64562285116203
177022021432131.2,1.693532e-06,-56.6905657,,,-108.64356845626847
177024070210528.12,1.6935124e-06,-55.5227359,,,-108.64151401382148
177026119036349.0,1.6934928e-06,-55.5192306,,,-108.63945952381944
177028167909595.5,1.6934732e-06,-56.1556348,,,-108.63740498626068
177030216830269.22,1.6934536e-06,-56.2472877,,,-108.63535040114357
177032265798371.8,1.693434e-06,-55.6338379,,,-108.63329576846647
177034314813904.97,1.6934144e-06,-57.6087213,,,-108.63124108822768
177036363876870.3,1.6933948e-06,-56.8594215,,,-108.62918636042556
177038412987269.44,1.6933752e-06,-57.8604663,,,-108.62713158505854
177040462145104.06,1.6933556e-06,-57.2384025,,,-108.62507676212488
177042511350375.8,1.693336e-06,-54.2762064,,,-108.62302189162294
177044560603086.34,1.6933164e-06,-56.0599192,,,-108.62096697355108
177046609903237.28,1.6932968e-06,-57.1505972,,,-108.61891200790764
177048659250830.28,1.6932772e-06,-57.3874429,,,-108.61685699469099
177050708645867.0,1.6932576e-06,-56.4271477,,,-108.61480193389947
177052758088349.06,1.693238e-06,-56.0479397,,,-108.61274682553143
177054807578278.16,1.6932184e-06,-56.1770363,,,-108.61069166958518
177056857115655.88,1.6931988e-06,-55.4854836,,,-108.60863646605914
177058906700483.9,1.6931792e-06,-57.7518789,,,-108.6065812149516
177060956332763.9,1.6931596e-06,-54.8390439,,,-108.60452591626091
177063006012497.5,1.69314e-06,-57.3504415,,,-108.60247056998543
177065055739686.3,1.6931204e-06,-57.6873084,,,-108.60041517612355
177067105514332.03,1.6931008e-06,-55.9237441,,,-108.59835973467355
177069155336436.3,1.6930812e-06,-58.8378853,,,-108.59630424563379
177071205206000.78,1.6930616e-06,-56.2299571,,,-108.59424870900263
177073255123027.06,1.693042e-06,-54.3972268,,,-108.59219312477845
177075305087516.84,1.6930224e-06,-56.4685719,,,-108.59013749295954
177077355099471.78,1.6930028e-06,-56.4020473,,,-108.58808181354426
177079405158893.5,1.6929832e-06,-58.9852451,,,-108.58602608653098
177081455265783.62,1.6929636e-06,-57.4285989,,,-108.58397031191805
177083505420143.84,1.692944e-06,-55.819554,,,-108.5819144897038
177085555621975.8,1.6929244e-06,-54.7336071,,,-108.57985861988655
177087605871281.12,1.6929048e-06,-55.9173075,,,-108.57780270246472
177089656168061.47,1.6928852e-06,-54.6870066,,,-108.57574673743662
177091706512318.5,1.6928656e-06,-57.2638936,,,-108.57369072480056
177093756904053.9,1.692846e-06,-54.7618281,,,-108.57163466455486
177095807343269.22,1.6928264e-06,-56.4021913,,,-108.569578556698
177097857829966.2,1.6928068e-06,-55.0969757,,,-108.56752240122823
177099908364146.4,1.6927872e-06,-55.894834,,,-108.56546619814392
177101958945811.6,1.6927676e-06,-54.8240521,,,-108.56340994744338
177104009574963.3,1.692748e-06,-55.7711918,,,-108.56135364912501
177106060251603.28,1.6927284e-06,-54.9562155,,,-108.55929730318712
177108110975733.1,1.6927088e-06,-56.4466431,,,-108.55724090962809
177110161747354.47,1.6926892e-06,-56.2429298,,,-108.5551844684462
177112212566468.97,1.6926696e-06,-55.0513414,,,-108.55312797963988
177114263433078.3,1.69265e-06,-55.7407302,,,-108.55107144320742
177116314347184.12,1.6926304e-06,-55.1774113,,,-108.54901485914718
177118365308788.06,1.6926108e-06,-56.144699,,,-108.54695822745751
177120416317891.78,1.6925912e-06,-55.8768883,,,-108.54490154813674
177122467374496.88,1.6925716e-06,-58.2628752,,,-108.54284482118325
177124518478605.1,1.692552e-06,-56.1821282,,,-108.54078804659532
177126569630218.0,1.6925324e-06,-55.6276105,,,-108.53873122437139
177128620829337.3,1.6925128e-06,-55.4298203,,,-108.5366743545097
177130672075964.62,1.6924932e-06,-56.2427144,,,-108.53461743700868
177132723370101.6,1.6924736e-06,-55.7261673,,,-108.53256047186665
177134774711749.9,1.692454e-06,-55.8682296,,,-108.53050345908191
177136826100911.22,1.6924344e-06,-55.570597,,,-108.52844639865285
177138877537587.12,1.6924148e-06,-57.4476708,,,-108.52638929057781
177140929021779.3,1.6923952e-06,-55.3042167,,,-108.52433213485514
177142980553489.4,1.6923756e-06,-56.6572974,,,-108.5222749314832
177145032132719.12,1.692356e-06,-55.627218,,,-108.52021768046025
177147083759470.03,1.6923364e-06,-56.2870562,,,-108.51816038178474
177149135433743.84,1.6923168e-06,-57.1017518,,,-108.51610303545493
177151187155542.2,1.6922972e-06,-57.2968293,,,-108.51404564146922
177153238924866.72,1.6922776e-06,-57.2302812,,,-108.51198819982592
177155290741719.06,1.692258e-06,-54.8248239,,,-108.50993071052342
177157342606100.88,1.6922384e-06,-55.9388704,,,-108.50787317356006
177159394518013.84,1.6922188e-06,-56.8386736,,,-108.50581558893413
177161446477459.62,1.6921992e-06,-59.3240931,,,-108.50375795664397
177163498484439.84,1.6921796e-06,-57.5185186,,,-108.50170027668797
177165550538956.12,1.69216e-06,-57.9504491,,,-108.49964254906448
177167602641010.16,1.6921404e-06,-56.3244309,,,-108.49758477377182
